username_length,num_posts,num_followers,num_following,account_age_days,has_profile_picture,has_bio,engagement_ratio,is_verified,is_fake
26,5,2356,2561,28,0,0,0.0,0,1
19,3,310,568,3081,1,1,5.9892,0,0
8,129,110,355,3147,1,1,1.163,0,0
3,0,8529,4023,13,1,0,0.0105,0,1
7,4,3,4650,18,0,0,1.3466,0,1
6,4,93,1326,12,1,1,0.0443,0,1
17,1809,411,632,134,1,1,4.4103,0,0
20,1,2416,3294,284,1,0,0.0,0,1
15,714,498,595,1144,1,0,1.4186,0,0
15,222,341,787,762,1,1,0.6609,0,0
6,787,77,464,2703,0,1,10.2346,0,0
15,1529,404,362,3525,1,1,3.7618,0,0
18,68,272,804,110,1,1,0.252,0,0
3,1,60,4085,10,0,0,0.0219,0,1
5,46,70,4861,23,0,1,0.6556,0,1
10,6,88,210,2027,0,0,0.0714,0,0
5,97,236,978,2763,1,0,0.4257,0,0
7,9,405,584,1805,1,0,0.1088,0,0
24,33,34,1631,347,0,0,0.9723,0,1
14,69,140,627,3594,1,1,0.4948,0,0
14,1804,48693,635,1566,0,0,0.0488,0,0
14,89,328,118,2648,1,1,0.2704,0,0
25,20,30,4241,235,1,1,0.6664,0,1
20,0,6865,999,13,1,0,0.0126,0,1
19,150,211,628,3631,0,1,0.6979,0,0
7,94,458,115,2478,1,0,0.2038,0,0
16,72,458,920,1037,1,1,0.1409,0,0
5,11,3476,608,2917,1,1,0.0,0,0
21,4,37,4039,27,0,0,0.1023,0,1
15,1624,300,784,246,0,1,5.396,0,0
16,88,2572,470,1182,1,1,0.0208,0,0
11,1496,83,170,368,1,1,18.0259,0,0
14,42,110,165,3487,1,1,0.3747,0,0
3,7,59,1971,5,0,1,0.1133,0,1
14,221,2108,441,717,0,1,0.0899,0,0
15,849,9074,396,928,1,1,0.0906,0,0
5,7,70,3948,39,0,0,0.1028,0,1
16,1813,39,644,467,1,1,46.4861,0,0
16,315,215,968,3348,1,1,1.4746,0,0
25,11,1546,1697,14,0,0,0.006,0,1
19,522,453,776,1660,1,1,1.1592,0,0
19,1961,473,165,353,0,0,4.1457,0,0
17,1669,488,72,168,1,1,3.4269,0,0
9,16,484,949,1820,1,1,0.0131,0,0
22,16,84,2104,89,1,0,0.1792,0,1
17,42,266,436,1722,1,1,0.144,0,0
14,98,232,385,1576,0,1,0.4283,0,0
10,880,329,120,915,1,1,2.6721,0,0
17,94,441,509,1623,0,1,0.2097,0,0
8,375,100,662,813,1,0,3.7629,0,0
7,248,115,82,3187,1,1,2.1462,0,0
15,1458,294,439,2894,1,1,4.9491,0,0
5,96,15,109,2886,1,1,6.3933,0,0
7,372,330,508,2129,1,1,1.1113,0,0
19,147,96,532,2301,0,1,1.525,0,0
21,0,3460,2575,9,1,0,0.0111,0,1
10,3,1201,321,3427,1,1,0.0,0,0
11,897,63,832,3550,1,1,14.2311,0,0
20,29,7,4734,360,0,0,4.1454,0,1
7,1558,75,963,1073,0,0,20.7864,0,0
10,284,1092,795,1006,1,0,0.2551,0,0
15,1970,28,468,3646,1,1,70.3507,0,0
5,70,360,442,252,1,1,0.1962,0,0
5,9,87,3906,10,1,0,0.1004,0,1
18,162,269,191,2666,1,0,0.6003,0,0
6,84,100,810,3147,1,0,0.8274,0,0
17,8,9630,3556,22,1,0,0.0,0,1
7,680,212,624,2997,1,1,3.2097,0,0
19,1174,46,349,1502,1,0,25.5222,0,0
6,50,399,383,2913,1,1,0.1181,0,0
6,1728,4883,614,1676,1,1,0.3565,0,0
16,785,331,470,2675,1,1,2.368,0,0
17,1017,57,227,3206,1,1,17.8368,0,0
14,37,358,846,2778,1,0,0.1033,0,0
16,8,43,2871,26,0,0,0.1863,0,1
12,9,149,726,2057,1,0,0.4175,0,0
12,82,124,417,1558,0,1,0.6594,0,0
14,109,996,256,2459,1,1,0.1057,0,0
17,1678,1048,67,1338,1,1,1.5978,0,0
19,2,3288,2202,27,0,0,0.0127,0,1
17,917,405,551,2806,1,1,2.268,0,0
14,1900,277,417,667,0,1,6.8527,0,0
18,1423,30,506,3232,1,0,47.4281,0,0
6,781,268,518,919,1,1,2.922,0,0
16,792,1048,327,1417,0,1,0.745,0,0
14,1980,56,223,1068,0,1,35.3541,0,0
23,7,52,2231,78,1,0,0.1262,0,1
5,25,401,488,1044,1,0,0.0583,0,0
25,28,8560,574,28,1,0,0.0152,0,1
10,415,392,605,3596,1,1,1.0586,1,0
18,0,47,1077,24,0,0,0.0039,0,1
5,45,195,894,2571,1,1,0.2237,0,0
14,72,338,369,3566,1,0,0.2177,0,0
18,1587,404,855,2783,1,1,3.9179,0,0
13,855,122,964,1466,1,1,7.0139,0,0
18,1257,306,739,106,1,1,4.102,0,0
6,3,4587,351,3078,1,0,0.1137,0,0
16,1245,314,487,864,1,0,3.9624,0,0
23,9,6,2171,17,0,0,1.5129,0,1
6,52,122,572,1680,1,0,0.4173,0,0
17,2,3809,2941,29,0,1,0.011,0,1
6,0,75,3299,2,0,1,0.014,0,1
11,485,946,494,3204,1,1,0.5182,0,0
29,5,2971,3958,26,0,0,0.0,0,1
8,1968,146,281,3268,1,1,13.4851,1,0
25,5,5781,1217,26,1,0,0.0,0,1
17,313,181,821,1639,1,1,1.7188,0,0
15,23,60,275,2238,1,0,0.3671,0,0
27,4,46,3304,9,0,0,0.0877,0,1
3,42,6514,1340,8,1,0,0.009,0,1
12,46,150,56,3635,1,1,0.3045,0,0
18,92,26,567,2017,1,1,3.5309,0,0
10,74,4532,924,3035,1,1,0.0091,0,0
21,5,64,591,3,1,0,0.0708,0,1
8,619,276,189,2010,1,0,2.2271,0,0
20,3,25,4323,18,0,0,0.124,0,1
10,1171,399,897,439,1,1,2.9343,0,0
15,40,268,568,3389,1,1,0.1389,0,0
25,8,8946,508,17,0,1,0.0,0,1
23,8,93,3774,84,1,0,0.0869,0,1
3,45,1899,4908,9,0,0,0.0078,0,1
17,1528,198,259,1864,1,1,7.7049,0,0
19,0,2255,2951,289,0,1,0.0188,0,1
17,6,8,1483,27,1,0,0.7421,0,1
9,1345,245,138,73,1,0,5.4968,0,0
19,21,207,890,1982,1,1,0.1015,0,0
16,0,5,2376,183,1,0,0.0132,0,1
3,6,9778,761,43,1,0,0.0183,0,1
26,0,81,2254,7,0,0,0.0237,0,1
17,1323,55,561,585,1,1,24.0565,0,0
18,1789,413,807,542,1,1,4.3181,0,0
11,58,143,643,52,0,1,0.4088,0,0
7,49,186,137,391,0,1,0.252,0,0
12,310,410,664,2379,1,0,0.7415,0,0
15,69,386,343,2269,0,0,0.1894,0,0
19,93,16247,888,1414,1,1,0.0189,0,0
18,1805,161,681,819,0,1,11.2214,0,0
16,555,260,139,1977,1,0,2.1297,0,0
10,68,1529,856,651,0,0,0.0427,0,0
6,1002,3952,176,1539,1,1,0.2538,0,0
6,28,9163,2762,89,0,0,0.0117,0,1
10,1402,3661,390,2690,1,1,0.366,0,0
19,485,205,921,2750,1,1,2.3657,0,0
26,3,22,2210,341,0,1,0.1243,0,1
19,1819,3984,132,831,0,1,0.4506,0,0
17,6,3918,4044,8,0,1,0.0045,0,1
17,7,86,3417,122,0,0,0.0713,0,1
21,7,42,1606,23,0,0,0.171,0,1
15,900,240,550,2304,1,1,3.7529,0,0
19,85,191,901,1828,1,0,0.4476,0,0
15,1713,3003,301,3129,0,1,0.5717,0,0
10,1290,195,804,3438,0,1,6.6249,0,0
9,1571,3872,309,2561,1,0,0.4037,0,0
8,70,342,381,724,1,1,0.2071,0,0
18,576,1245,182,383,1,1,0.4642,0,0
6,1370,23559,815,3163,1,0,0.0691,0,0
8,1850,462,279,2606,0,0,4.0203,0,0
17,11,80,3126,15,0,0,0.1231,0,1
8,1078,109,893,1647,0,1,9.8888,0,0
15,1,77,1339,11,0,0,0.0045,0,1
15,677,182,617,1356,1,1,3.7406,0,0
10,10,158,869,572,0,1,0.0669,0,0
18,62,244,990,2671,1,1,0.2583,1,0
12,2,264,61,1650,1,1,4.0173,0,0
24,5,86,2633,53,0,0,0.0671,0,1
15,0,4496,921,1516,0,0,0.3096,0,0
17,5,88,1946,16,0,0,0.0543,0,1
11,1483,376,470,3115,0,1,3.9404,0,0
26,17,55,4462,341,1,1,0.3058,0,1
11,604,2484,227,2156,0,1,0.2328,0,0
17,1796,174,690,506,1,0,10.3234,0,0
16,7,7837,3271,7,1,0,0.0,0,1
19,28,176,968,239,1,1,0.1644,1,0
25,0,3436,2015,110,0,0,0.0049,0,1
3,0,89,3187,13,0,1,0.0,0,1
12,1136,35,369,3176,1,1,32.4582,1,0
19,769,108,680,1015,1,1,7.1199,0,0
12,828,3599,919,2720,1,0,0.2376,0,0
22,3,48,1136,218,1,0,0.072,0,1
24,1,34,1620,7,0,0,0.0228,0,1
6,5,72,2110,22,1,0,0.0649,0,1
19,49,425,980,2041,1,0,0.0907,0,0
6,1319,341,77,1269,1,1,3.8568,0,0
16,17,4404,279,3534,0,0,0.0,0,0
21,2,98,2138,1,0,1,0.0434,0,1
7,845,472,639,425,1,1,1.7832,0,0
15,4,58,2271,18,0,0,0.0814,0,1
13,9,320,769,2719,1,1,3.7669,1,0
19,7,39,3296,142,0,1,0.1838,0,1
26,2,19,3220,2,1,0,0.0998,0,1
14,161,756,483,561,0,1,0.2037,0,0
19,1,5,3205,193,1,0,0.202,0,1
16,53,134,809,3590,1,1,0.3895,0,0
7,54,465,89,1519,1,1,0.1132,0,0
17,1867,33591,380,898,1,1,0.0649,0,0
10,495,228,55,2045,1,1,2.1464,0,0
18,1820,287,965,2558,1,0,6.3413,0,0
12,1414,1894,865,3261,1,1,0.7469,0,0
11,27,132,772,276,1,1,0.1945,0,0
20,2,63,4325,23,0,0,0.031,0,1
13,80,321,212,1447,0,1,0.2449,0,0
13,1833,3350,138,257,0,1,0.5633,0,0
15,0,62,667,13,1,0,0.0,0,1
6,6,23,2947,27,1,0,0.2661,0,1
4,7,26,4624,8,0,1,0.2646,0,1
15,612,212,871,2982,1,1,2.8732,0,0
11,12,182,135,1753,1,0,0.0713,0,0
22,18,7057,4560,2,1,1,0.0102,0,1
17,1126,430,219,431,0,1,2.6211,0,0
28,25,20,391,130,1,0,1.2568,0,1
5,489,187,70,3425,1,0,2.6273,0,0
19,0,3781,2958,239,1,1,0.0,0,1
19,84,219,378,617,1,0,0.4104,0,0
18,66,1533,859,1938,1,0,0.051,0,0
15,366,1396,737,588,1,1,0.2553,0,0
9,804,435,90,1684,1,0,1.8587,0,0
3,3,7805,1655,8,1,0,0.013,0,1
13,75,463,532,1143,1,0,0.1577,0,0
12,1060,277,747,596,1,0,3.8281,0,0
13,1167,169,716,586,1,1,6.8996,0,0
16,3,54,557,5,1,0,0.0381,0,1
11,1154,1631,71,1911,1,1,0.694,0,0
12,1552,349,83,389,0,1,4.4417,0,0
16,13,7682,3532,19,0,0,0.0,0,1
17,1989,199,677,2345,1,1,10.0024,0,0
19,92,405,585,2907,0,1,0.2203,0,0
14,1988,80,326,1710,1,1,24.8595,0,0
22,2,5,1205,227,0,0,0.4006,0,1
11,55,403,711,2780,1,0,0.1476,0,0
15,38,247,780,1214,1,1,0.1568,0,0
11,39,261,557,566,1,1,0.1582,0,0
6,0,25,2960,14,1,1,0.0,0,1
6,1495,349,886,261,1,0,4.2929,0,0
19,3,9307,1246,26,0,1,0.0,0,1
25,19,6324,3832,14,0,0,0.0029,0,1
9,19,3843,178,3631,1,1,0.0237,0,0
19,7,2937,3011,26,1,0,0.0087,0,1
18,791,93,587,871,1,0,8.5088,0,0
29,16,44,154,4,0,1,0.3732,0,1
5,9,33,3193,26,0,0,0.2908,0,1
11,1162,218,538,2185,1,0,5.3167,0,0
10,993,143,580,3387,1,1,6.9544,0,0
5,1,34,3077,3,0,0,0.0375,0,1
13,23,153,728,1511,1,0,0.1458,0,0
23,41,64,2544,5,0,0,0.6419,0,1
19,1372,439,528,2761,1,1,3.1108,0,0
10,542,350,615,3555,0,1,1.5513,0,0
20,24,22,3662,17,0,0,1.0922,0,1
5,1546,191,302,3062,0,1,8.0833,0,0
6,5,14,1273,291,0,1,0.36,0,1
8,1319,38,471,1153,1,1,34.7214,0,0
26,9,6595,1164,110,0,0,0.0178,0,1
13,200,146,418,738,0,1,1.3751,0,0
3,7,61,4105,22,1,0,0.1182,0,1
16,77,447,465,2796,1,0,0.1789,0,0
18,34,294,917,2475,0,1,0.1019,0,0
8,1020,800,523,3367,1,1,1.2914,0,0
17,6,17,2726,300,0,0,0.3662,0,1
12,963,76,72,3570,1,1,12.6745,0,0
6,1409,22348,638,1568,1,1,0.0526,0,0
8,99,415,334,1680,0,0,0.2288,0,0
3,35,57,3820,15,0,0,0.6098,0,1
14,422,270,530,1382,1,0,1.5832,0,0
14,1446,4378,990,2590,0,1,0.3421,1,0
4,6,84,850,26,0,0,0.0882,0,1
4,9,63,830,9,1,0,0.1524,0,1
17,65,3900,110,2542,1,1,0.0222,0,0
3,9,2002,2461,14,0,1,0.0141,0,1
27,4,6834,2458,15,1,0,0.0,0,1
9,1557,361,242,627,1,1,4.3189,0,0
27,7,67,2607,17,1,0,0.1082,0,1
11,294,3625,96,2621,1,1,0.0677,0,0
8,83,318,167,564,0,1,0.2656,0,0
17,5,12,120,48,1,0,0.412,0,1
10,1533,23,956,1544,0,0,66.6574,0,0
16,9,7327,1526,22,0,0,0.0014,1,1
13,2,217,407,111,1,1,7.5421,0,0
12,37,475,399,1398,1,0,0.0838,0,0
13,40,2357,253,1814,1,1,0.0223,0,0
6,474,379,660,972,1,0,1.2685,0,0
16,5,174,372,1172,1,1,0.0445,0,0
22,5,38,1535,177,1,0,0.1367,0,1
6,2,3501,4136,7,0,0,0.0074,0,1
19,41,2887,95,191,0,1,0.0069,0,0
25,3,2666,1671,239,0,1,0.0,0,1
19,20,90,355,2534,1,0,0.2071,0,0
6,7,3386,4319,324,0,0,0.0,0,1
8,509,85,813,1516,1,1,5.9882,0,0
20,3,18,1034,19,0,0,0.1746,0,1
7,1009,3337,137,1335,1,1,0.2937,0,0
16,168,209,836,2297,1,0,0.785,0,0
16,324,3176,209,1332,1,1,0.1168,0,0
19,866,314,601,78,1,1,2.7312,0,0
24,32,46,4435,8,1,0,0.7072,0,1
14,12,311,550,135,1,0,0.0364,0,0
8,96,1482,571,3116,1,0,0.0795,0,0
14,71,282,202,3389,1,1,0.2625,0,0
10,83,436,110,2528,1,1,0.1791,0,0
18,2,86,3473,29,1,0,0.0265,0,1
15,1717,363,163,3622,1,1,4.7298,0,0
5,3,8805,2849,23,1,0,0.0,0,1
8,7,1169,639,861,1,1,1.0137,0,0
17,15,170,599,1943,1,0,0.1018,0,0
6,3,4369,1148,90,1,1,0.0,0,1
9,1115,210,843,2734,1,1,5.3111,0,0
9,969,199,447,2856,1,1,4.8807,0,0
16,2,77,2228,260,0,1,0.0177,0,1
28,9,8049,289,3,1,0,0.0223,0,1
10,30,1009,305,395,1,0,0.0271,0,0
19,4,3502,1663,256,1,0,0.0,0,1
10,1887,185,440,785,1,1,10.198,0,0
8,875,280,851,208,0,0,3.1379,0,0
5,9,15,1528,29,0,0,0.6094,0,1
13,1274,498,734,2507,1,1,2.5602,0,0
10,1318,41,592,2563,1,1,32.1516,0,0
14,15,442,328,2547,1,0,0.0474,0,0
9,1977,244,780,1146,1,1,8.1152,0,0
14,1281,1492,584,264,1,1,0.8538,0,0
14,34,270,982,686,1,1,0.1236,0,0
14,715,457,839,3500,1,1,1.5724,0,0
25,6,33,1030,14,0,0,0.1782,0,1
10,49,97,799,1473,0,1,0.5076,0,0
7,97,225,278,2897,1,0,0.4533,0,0
12,85,382,487,1042,1,1,0.2318,0,0
6,177,308,588,460,0,1,0.5615,0,0
18,33,447,250,2533,1,1,0.0886,0,0
17,923,4599,842,2034,1,0,0.1818,0,0
27,9,9977,3834,17,1,1,0.0,0,1
19,69,232,194,799,1,1,0.2916,0,0
5,1413,370,583,2636,1,0,3.832,0,0
13,445,13,239,3158,1,0,34.2384,0,0
10,1362,31413,478,2547,0,0,0.0475,0,0
16,85,209,654,1699,1,1,0.4149,0,0
7,1453,70,575,778,0,1,20.7533,0,0
11,84,3042,210,292,1,1,0.0201,0,0
14,1318,43615,139,901,1,1,0.0326,1,0
9,901,198,492,902,0,0,4.5367,0,0
6,1921,403,599,2268,1,1,4.785,0,0
12,1147,165,768,1762,1,0,6.9507,0,0
8,75,240,487,1984,1,1,0.3134,0,0
5,3,2121,1056,20,1,0,0.0,0,1
15,6,82,3408,18,1,0,0.0609,0,1
23,1,43,1881,26,0,1,0.0217,0,1
16,974,179,792,634,1,0,5.4456,1,0
12,6,161,511,3415,1,0,0.0403,0,0
16,421,7500,363,1230,1,1,0.0597,0,0
20,1,84,1607,13,0,0,0.0209,0,1
19,6,430,892,2795,0,1,0.0089,0,0
18,896,1123,625,121,1,1,0.795,0,0
27,4,8755,1786,18,0,1,0.0,0,1
4,6,74,3161,27,0,0,0.0796,0,1
14,74,112,361,1015,1,1,0.6677,0,0
11,1772,1836,805,2115,0,1,0.9799,0,0
15,93,333,792,1213,1,1,0.2976,0,0
8,91,2865,431,2991,1,0,0.0285,0,0
18,6,2630,4997,152,0,0,0.0028,0,1
26,5,3614,2114,26,1,0,0.0217,0,1
7,816,486,713,2665,1,0,1.6807,0,0
15,3,8630,2353,249,1,0,0.0003,0,1
15,2,65,4032,11,1,1,0.0418,0,1
12,1704,16212,833,2832,0,0,0.0994,0,0
15,1063,270,654,1691,0,0,3.9309,0,0
13,455,1372,264,1431,1,1,0.3121,1,0
9,11,1485,227,1273,1,0,0.0159,0,0
18,4,52,874,10,0,1,0.0753,0,1
7,40,60,4437,6,0,1,0.6761,0,1
7,1812,332,967,3597,1,1,5.4484,0,0
6,1630,20181,689,2049,1,1,0.0757,0,0
23,0,5134,1216,2,0,0,0.0,0,1
18,14,98,1271,165,0,0,0.1651,0,1
5,759,3430,970,1350,1,0,0.224,0,0
20,7,3719,877,312,1,1,0.0,0,1
10,38,636,189,104,1,1,0.0544,0,0
17,521,3320,558,2273,1,1,0.1574,0,0
17,1,26,2955,18,1,0,0.0346,0,1
3,9,24,4599,311,0,1,0.3764,0,1
13,832,3230,148,1898,1,1,0.2647,0,0
10,37,71,536,1331,1,1,0.5226,0,0
15,1393,165,359,473,0,0,8.4481,1,0
9,1369,1755,764,3458,0,1,0.7931,0,0
14,59,391,240,2386,1,0,0.1439,0,0
14,832,119,381,903,1,1,6.9984,0,0
24,22,81,400,22,1,0,0.2592,0,1
11,1118,1574,121,700,1,0,0.6975,0,0
13,289,4930,571,534,1,1,0.0641,0,0
8,1243,210,613,3247,1,0,5.9218,0,0
13,1371,85,357,3487,1,1,16.1223,0,0
24,6,73,1117,2,0,0,0.0674,0,1
14,1180,237,422,2010,1,1,4.984,0,0
11,428,3034,511,1270,1,1,0.1373,0,0
16,8,79,1931,305,0,1,0.093,0,1
29,2,5,1880,5,1,0,0.3952,0,1
16,50,380,916,1657,0,0,0.1175,0,0
10,999,432,766,3647,1,1,2.309,0,0
12,293,83,638,2877,0,1,3.5238,0,0
17,99,2111,588,2552,0,1,0.0414,0,0
23,9,66,1606,10,1,0,0.1297,0,1
13,1480,2469,542,595,1,0,0.605,0,0
7,8,20,1498,16,1,0,0.4076,0,1
17,1168,237,232,1968,1,1,4.9286,0,0
18,810,146,858,1386,1,1,5.553,0,0
3,1,1818,1736,5,0,1,0.0,0,1
6,1971,3492,623,285,1,0,0.5645,0,0
11,47,167,833,1392,1,1,0.2884,0,0
19,35,9332,3364,7,0,0,0.0004,0,1
23,1,11,3265,6,1,0,0.0927,0,1
11,37,316,132,3092,1,1,0.1084,0,0
20,1,84,1286,28,1,1,0.0109,0,1
16,413,227,819,3094,1,1,1.8226,0,0
10,348,391,957,482,1,1,0.8773,0,0
12,1682,23,501,2789,1,1,73.1461,0,0
13,709,224,891,2939,1,0,3.1828,1,0
12,41,405,660,1162,1,1,0.1073,0,0
13,1893,266,374,2181,0,1,7.1206,0,0
7,522,430,858,3557,1,1,1.2099,0,0
19,1725,164,563,2612,0,1,10.5347,0,0
11,1034,116,881,843,0,1,8.9115,0,0
4,8,93,3185,24,1,1,0.0764,0,1
10,58,238,338,3171,1,1,0.2368,0,0
24,1,89,1278,27,0,1,0.0091,0,1
12,13,316,149,2113,1,1,0.048,0,0
12,4,354,708,1058,1,1,0.0105,0,0
6,509,3279,348,1434,0,0,0.1515,0,0
7,642,302,129,1944,0,0,2.1146,0,0
23,0,52,878,17,0,0,0.0011,0,1
6,1139,1813,781,3247,1,1,0.6222,0,0
12,194,173,524,639,1,0,1.1157,0,0
3,6,6846,2442,263,1,1,0.0,0,1
5,13,89,775,941,1,1,0.1429,0,0
14,77,374,194,287,0,0,0.2138,0,0
5,10,9442,2165,305,1,0,0.0086,0,1
11,1967,235,562,2005,1,1,8.3852,0,0
16,1241,303,780,832,1,1,4.0962,0,0
10,9,160,244,3139,1,1,0.072,0,0
17,35,1322,59,1416,0,0,0.0355,0,0
13,73,152,400,348,1,1,0.5029,0,0
9,633,446,993,1872,0,0,1.4232,0,0
29,6,53,2725,224,0,1,0.1106,0,1
12,997,467,762,1173,1,1,2.1275,0,0
7,67,470,869,1116,1,1,0.1306,0,0
7,740,162,377,1717,1,1,4.5643,0,0
12,86,22666,766,1539,1,1,0.0,1,0
9,568,49275,115,2401,1,1,0.0174,0,0
5,12,3820,2666,13,0,0,0.0129,0,1
11,705,699,87,411,1,1,0.9961,0,0
5,3,1479,2538,16,1,0,0.0017,0,1
16,1595,223,873,3068,0,1,7.1502,0,0
11,83,319,636,2138,1,1,0.2594,0,0
14,391,3770,711,194,1,1,0.0974,0,0
12,1553,282,932,1673,1,1,5.513,0,0
5,674,4984,757,2490,0,1,0.1277,0,0
8,90,15204,342,1853,1,1,0.0147,0,0
19,1124,362,201,2019,1,1,3.0886,0,0
11,1781,178,288,1569,1,1,9.9925,0,0
8,1921,491,651,3076,1,1,3.9201,0,0
17,4,359,981,1524,1,0,2.7104,0,0
10,1187,2509,651,2881,0,1,0.4678,0,0
17,283,55,928,2867,0,1,5.1612,0,0
13,1608,262,100,56,1,0,6.1495,0,0
17,342,69,461,2361,1,1,4.9565,0,0
15,1,99,590,1520,0,0,0.0113,0,0
19,1635,16600,458,3531,0,1,0.09,0,0
19,1583,497,844,338,0,1,3.1848,0,0
7,7,6220,1404,21,1,0,0.0237,0,1
18,1783,284,607,1858,1,1,6.2801,0,0
28,8,28,4640,242,1,0,0.299,0,1
13,89,3370,438,137,1,1,0.0,0,0
14,97,347,292,2353,1,1,0.2822,0,0
10,51,473,80,2665,1,1,0.1023,0,0
8,44,278,468,217,1,1,0.1387,0,0
9,60,133,713,1167,1,0,0.4391,0,0
15,434,12706,736,2617,1,1,0.0275,0,0
18,28,19,625,14,0,0,1.4664,0,1
4,7,6145,1880,167,1,0,0.0078,0,1
17,1,445,952,1177,1,0,1.9126,0,0
9,80,13,853,2378,1,1,6.17,0,0
4,8,2,2773,23,0,1,3.9887,0,1
9,1949,362,868,2297,1,1,5.3888,0,0
15,52,357,851,1053,1,0,0.1406,0,0
28,37,20,131,95,0,1,1.8343,0,1
5,34,67,1367,266,0,1,0.5009,0,1
6,2,6996,2629,26,0,0,0.0022,0,1
19,8,1,746,2,1,0,7.9952,0,1
17,63,4649,578,3309,1,1,0.0016,1,0
11,4,283,148,1640,1,0,1.5005,0,0
5,170,32171,202,1589,1,1,0.0019,0,0
7,773,4011,931,197,1,1,0.1794,0,0
16,1081,186,796,2274,1,1,5.8167,0,0
9,76,463,540,534,1,1,0.1754,0,0
14,5,466,154,575,1,1,2.7002,0,0
5,457,4306,203,1963,1,1,0.1177,0,0
12,1543,450,142,3069,1,1,3.4294,0,0
11,825,7228,756,863,1,1,0.1185,0,0
14,603,9040,148,1015,0,1,0.0607,0,0
17,1,27,1804,252,0,0,0.0576,0,1
7,238,2138,720,261,1,1,0.0987,0,0
22,4,7504,1954,2,0,0,0.0227,0,1
22,6,4512,4567,5,0,1,0.004,0,1
12,1350,459,865,2948,1,1,2.9534,0,0
18,1118,335,755,2777,1,1,3.3314,0,0
16,24,13949,802,193,1,1,0.0,1,0
18,50,11,557,1324,0,1,4.55,0,0
16,27,2602,309,15,0,0,0.0166,0,1
9,22,337,834,1897,1,0,0.0696,1,0
7,7,63,1886,16,1,0,0.1237,0,1
15,91,48,187,390,0,1,1.8914,0,0
4,41,40,3547,19,0,0,1.0314,0,1
24,4,79,2638,317,1,1,0.0413,0,1
17,4,1287,982,799,1,1,0.0042,1,0
16,1764,4489,677,964,0,1,0.3776,0,0
7,418,153,625,109,1,1,2.7242,0,0
15,62,34024,912,453,1,1,0.0122,0,0
21,1,8265,4203,13,1,1,0.0067,0,1
18,125,12462,508,494,1,1,0.0179,0,0
17,119,4711,251,2528,1,0,0.0338,0,0
28,1,15,2850,27,0,0,0.0617,0,1
11,1341,285,64,159,1,1,4.7157,0,0
8,1399,71,418,2470,1,1,19.702,0,0
11,988,372,929,1965,1,1,2.6643,0,0
5,74,37,359,3263,1,1,1.9891,0,0
7,745,369,606,1232,1,1,2.0161,0,0
6,250,4989,894,482,1,1,0.0451,0,0
4,7,6442,2115,206,0,1,0.0,0,1
6,38,401,867,106,1,0,0.1023,0,0
14,327,486,250,998,1,1,0.6784,0,0
16,10,5407,2707,8,1,0,0.0,0,1
19,715,68,193,783,1,1,10.5275,0,0
5,77,177,955,3412,1,0,0.425,1,0
4,7,80,4352,157,1,1,0.0975,0,1
13,33,346,352,2929,1,0,0.0961,0,0
14,3,395,648,1721,0,1,0.0099,0,0
17,6,8336,4938,6,0,0,0.0,0,1
6,3,148,507,323,1,1,0.0142,0,0
10,1098,908,115,3458,1,1,1.2106,0,0
14,28,444,806,363,1,0,0.074,0,0
6,5,51,1016,16,1,0,0.091,0,1
6,827,192,823,3486,1,0,4.2811,1,0
14,465,439,627,1071,1,1,1.0452,0,0
23,25,28,1989,180,0,1,0.9069,0,1
5,591,293,854,240,1,0,2.0252,0,0
19,81,278,945,1677,1,0,0.2821,0,0
15,33,3752,86,1833,1,1,0.0,0,0
13,816,24,626,2349,1,1,34.0032,0,0
15,60,773,572,942,1,1,0.0756,0,0
6,739,218,137,2600,0,1,3.4249,0,0
5,47,134,147,3342,1,1,0.3642,0,0
12,1053,1427,674,193,1,0,0.7217,0,0
20,9,92,354,26,0,0,0.0934,0,1
4,5,27,2916,95,1,0,0.1885,0,1
13,1953,437,204,881,1,1,4.4654,0,0
11,59,209,493,1748,1,0,0.2873,0,0
8,1832,494,860,997,1,0,3.7095,0,0
10,579,263,639,172,1,1,2.2123,0,0
13,96,308,464,1644,0,0,0.2965,0,0
9,77,326,885,2743,1,1,0.2431,0,0
21,10,3149,3433,121,0,0,0.0117,0,1
14,7,401,716,1785,1,1,0.0175,0,0
14,27,75,584,935,1,0,0.3697,0,0
17,91,428,701,991,0,1,0.2081,0,0
12,839,2869,89,2654,1,0,0.2945,0,0
27,2,7,2203,291,0,0,0.3038,0,1
19,1624,274,169,3332,1,1,5.933,0,0
17,61,4315,443,1063,1,1,0.0019,0,0
18,2,4368,987,21,0,0,0.0091,0,1
9,261,67,878,3089,1,1,3.8808,0,0
6,4,5824,4784,20,0,1,0.0007,0,1
12,966,202,520,84,1,0,4.8032,0,0
7,509,138,269,1570,0,1,3.7052,1,0
16,1175,373,261,2386,1,1,3.1523,0,0
8,65,470,893,617,0,1,0.1312,0,0
6,784,156,95,3443,1,1,5.0224,0,0
4,21,24,2956,6,1,0,0.864,0,1
6,7,350,470,2773,1,0,0.202,0,0
7,1005,371,639,1473,1,0,2.7068,0,0
29,9,76,2627,3,1,0,0.1077,0,1
14,1738,177,718,834,1,1,9.8404,0,0
14,1619,2488,560,3623,1,1,0.6331,0,0
12,1321,126,740,1950,1,1,10.4626,0,0
